job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
7268,Quality Assurance Engineer,"QA, Appium, automation, JUnit, QA",Gujranwala,Bachelors,4,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",440
7269,IT Support Specialist,"helpdesk, troubleshooting, ticketing, helpdesk, customer service, helpdesk",Nawabshah,PhD,1,Internship,Remote,Teamwork,413
7270,Database Administrator,"database, database, PostgreSQL, database, SQL",Nawabshah,Intermediate,2,Part-time,Remote,"Problem Solving, Adaptability",20
7271,Computer Vision Engineer,"OpenCV, image processing, OpenCV, image processing, object detection, OpenCV",Gujranwala,PhD,9,Contract,Remote,"Adaptability, Communication, Teamwork",382
7272,Security Operations Center (SOC) Analyst,"security procedures, security tool management, threat detection, security policies, security monitoring",Multan,PhD,17,Part-time,Remote,"Adaptability, Problem Solving, Communication",353
7273,IT Project Manager,"PMP, PMP, MS Project, PMP, scrum, agile",Abbottabad,Bachelors,3,Contract,Remote,"Problem Solving, Teamwork",327
7274,Web Developer,"MERN, PHP, frontend",Hyderabad,Bachelors,4,Full-time,Onsite,"Teamwork, Problem Solving, Communication",71
7275,System Administrator,"system, Linux, networking, administration",Sukkur,Bachelors,2,Contract,Remote,"Teamwork, Adaptability",157
7276,UI/UX Designer,"UX, UX, design, Adobe XD, Sketch",Bahawalpur,PhD,16,Full-time,Remote,"Adaptability, Teamwork, Problem Solving, Communication",214
7277,Big Data Engineer,"MapReduce, Spark, Scala, Spark, Hive",Islamabad,Intermediate,1,Internship,Remote,"Communication, Teamwork, Adaptability",136
7278,Data Scientist,"statistics, statistics, python, machine learning, machine learning, machine learning",Multan,Masters,7,Part-time,Remote,Problem Solving,455
7279,Software Engineer,"coding, data structure, coding, coding, Java, data structure",Islamabad,PhD,15,Contract,Remote,"Teamwork, Problem Solving",164
7280,Security Architect,"encryption standards, security governance, security protocols, secure coding practices, security risk assessment, network security design",Hyderabad,Bachelors,4,Contract,Remote,Adaptability,454
7281,Database Administrator,"MySQL, SQL, Oracle, Oracle, MySQL",Lahore,Intermediate,2,Full-time,Onsite,"Communication, Teamwork",137
7282,IT Project Manager,"scrum, agile, PMP",Bahawalpur,Intermediate,2,Full-time,Remote,"Teamwork, Adaptability, Problem Solving",425
7283,Computer Vision Engineer,"OpenCV, OpenCV, CNN, image processing, object detection, image processing",Nawabshah,Bachelors,1,Full-time,Remote,"Adaptability, Problem Solving, Teamwork, Communication",395
7284,Frontend Developer,"frontend, CSS, MERN, frontend, CSS",Bahawalpur,Masters,10,Part-time,Onsite,"Adaptability, Teamwork, Problem Solving",211
7285,Ethical Hacker,"social engineering, network security, threat modeling, vulnerability assessment, wireless security, exploit development",Islamabad,Bachelors,2,Contract,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",116
7286,Cybersecurity Analyst,"penetration testing, malware analysis, incident response, vulnerability assessment, vulnerability assessment",Abbottabad,Bachelors,3,Part-time,Onsite,"Adaptability, Communication",187
7287,Security Operations Center (SOC) Analyst,"security incident handling, incident escalation, incident escalation, threat detection, security tool management, security procedures",Hyderabad,Masters,5,Contract,Remote,"Problem Solving, Teamwork",250
7288,IT Support Specialist,"customer service, troubleshooting, customer service",Karachi,PhD,3,Part-time,Remote,Adaptability,378
7289,IT Consultant,"strategy, analysis, business, TOGAF, strategy",Karachi,PhD,1,Internship,Onsite,Adaptability,2
7290,Quality Assurance Engineer,"testing, JUnit, J metre, Selenium, Postman, J metre",Multan,Intermediate,0,Part-time,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",191
7291,DevOps Engineer,"Docker, DevOps, Docker",Hyderabad,Intermediate,0,Contract,Remote,"Communication, Problem Solving, Teamwork",243
7292,Database Administrator,"NoSQL, PostgreSQL, SQL",Sukkur,Intermediate,0,Part-time,Remote,"Adaptability, Communication",187
7293,Security Operations Center (SOC) Analyst,"threat detection, security procedures, SOC, SOC, threat detection, SOC",Faisalabad,PhD,12,Contract,Remote,Communication,443
7294,Security Operations Center (SOC) Analyst,"security monitoring, security incident handling, security monitoring, SOC, SOC, threat detection",Karachi,Bachelors,2,Full-time,Remote,"Teamwork, Problem Solving, Adaptability",98
7295,Security Architect,"security risk assessment, network security design, security risk assessment, identity and access management, security protocols",Faisalabad,PhD,17,Full-time,Remote,"Adaptability, Teamwork, Communication",408
7296,IT Consultant,"ITIL, TOGAF, business, consulting, strategy",Gujranwala,Bachelors,4,Contract,Remote,"Adaptability, Problem Solving, Communication",268
7297,Data Scientist,"python, R, data, statistics",Peshawar,Bachelors,2,Part-time,Onsite,Communication,465
7298,Backend Developer,"PHP, HTML, .net, frontend, CSS, HTML",Abbottabad,Intermediate,1,Full-time,Remote,"Teamwork, Adaptability, Problem Solving, Communication",269
7299,Software Engineer,"coding, coding, software, algorithm, Java",Nawabshah,Intermediate,2,Part-time,Remote,"Teamwork, Adaptability, Communication",301
7300,Software Engineer,"coding, C#, algorithm, algorithm, coding, algorithm",Hyderabad,PhD,1,Contract,Onsite,Adaptability,4
7301,Big Data Engineer,"Hive, Hadoop, Scala, Hive, Hive",Nawabshah,Bachelors,3,Full-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",25
7302,Security Operations Center (SOC) Analyst,"network traffic analysis, security procedures, incident escalation, security procedures, log analysis, security procedures",Gujranwala,Masters,4,Part-time,Onsite,"Teamwork, Communication, Adaptability, Problem Solving",399
7303,Machine Learning Engineer,"neural network, NLP, generative AI",Islamabad,Intermediate,0,Part-time,Remote,"Problem Solving, Communication, Adaptability",46
7304,System Administrator,"system, system, Linux",Rawalpindi,Intermediate,2,Part-time,Onsite,"Adaptability, Problem Solving, Communication, Teamwork",434
7305,Web Developer,"HTML, PHP, .net, MERN, MERN",Karachi,PhD,11,Full-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",335
7306,System Administrator,"system, networking, system, administration, networking, administration",Abbottabad,Intermediate,2,Part-time,Onsite,"Communication, Adaptability",168
7307,Computer Vision Engineer,"computer vision, computer vision, object detection, computer vision",Abbottabad,Masters,2,Contract,Remote,"Problem Solving, Adaptability",124
7308,Business Analyst,"process improvement, stakeholder management, process improvement",Bahawalpur,Intermediate,0,Internship,Remote,"Adaptability, Teamwork, Problem Solving",29
7309,IT Support Specialist,"customer service, helpdesk, ticketing, support",Bahawalpur,PhD,12,Part-time,Onsite,Teamwork,474
7310,Web Developer,"backend, MERN, JavaScript, HTML, PHP, .net",Rawalpindi,Intermediate,0,Full-time,Remote,"Teamwork, Communication, Adaptability",371
7311,Blockchain Developer,"smart contract, solidity, blockchain, hyperledger",Karachi,Bachelors,3,Full-time,Onsite,Adaptability,299
7312,Game Developer,"3D modeling, development, C#, C#",Karachi,PhD,9,Part-time,Onsite,"Adaptability, Teamwork, Problem Solving",204
7313,Frontend Developer,"PHP, frontend, CSS, JavaScript",Nawabshah,Intermediate,2,Full-time,Onsite,"Teamwork, Communication",249
7314,IT Support Specialist,"customer service, ticketing, troubleshooting, IT",Sukkur,Masters,8,Full-time,Onsite,"Adaptability, Communication",9
7315,Web Developer,"backend, PHP, frontend",Abbottabad,PhD,18,Full-time,Onsite,Teamwork,496
7316,Cybersecurity Analyst,"cryptography, malware analysis, cryptography, IDPS, risk assessment, IDPS",Islamabad,Intermediate,2,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",90
7317,Database Administrator,"PostgreSQL, database, PostgreSQL, MySQL",Lahore,Intermediate,0,Part-time,Onsite,"Communication, Problem Solving",108
7318,Quality Assurance Engineer,"automation, QA, Selenium, J metre, Selenium, pytest",Karachi,Bachelors,0,Internship,Onsite,"Adaptability, Teamwork, Communication",196
7319,Mobile App Developer,"Android, mobile, iOS, iOS, flutter",Multan,Masters,2,Contract,Onsite,"Adaptability, Communication",337
7320,Mobile App Developer,"Swift, mobile, flutter, iOS, Android",Hyderabad,Masters,1,Internship,Onsite,"Adaptability, Communication, Teamwork",193
7321,Business Analyst,"process improvement, analysis, requirements gathering, process improvement, analysis, business",Rawalpindi,Intermediate,0,Internship,Onsite,Teamwork,326
7322,Software Engineer,"coding, data structure, algorithm, algorithm, software",Sialkot,Intermediate,0,Contract,Remote,"Teamwork, Communication, Adaptability",182
7323,UI/UX Designer,"UX, Sketch, UX",Sialkot,PhD,13,Full-time,Remote,Teamwork,334
7324,DevOps Engineer,"DevOps, DevOps, automation",Islamabad,Masters,0,Contract,Onsite,"Teamwork, Problem Solving, Communication, Adaptability",100
7325,Network Administrator,"routing, routing, switching, switching, DHCP",Rawalpindi,PhD,11,Part-time,Remote,"Communication, Adaptability",355
7326,Network Administrator,"DHCP, network monitoring, DNS, network monitoring, network security protocols",Quetta,Bachelors,0,Contract,Onsite,"Adaptability, Teamwork, Communication",383
7327,IT Support Specialist,"customer service, troubleshooting, helpdesk, IT, troubleshooting",Sukkur,Bachelors,0,Contract,Remote,Communication,327
7328,Backend Developer,".net, .net, HTML, frontend, MERN, CSS",Faisalabad,Bachelors,5,Contract,Remote,"Problem Solving, Teamwork, Communication",2
7329,UI/UX Designer,"design, Figma, UI, UX, UX",Nawabshah,Bachelors,0,Part-time,Onsite,"Communication, Problem Solving, Teamwork, Adaptability",419
7330,IT Support Specialist,"ticketing, support, IT, IT, support",Gujranwala,Intermediate,2,Full-time,Onsite,Communication,267
7331,AI Engineer,"NLP, computer vision, NLP, NLP, artificial intelligence",Sialkot,Bachelors,5,Full-time,Onsite,"Problem Solving, Communication, Adaptability",49
7332,Cloud Engineer,"serverless, Azure, AWS",Bahawalpur,Intermediate,0,Internship,Onsite,"Teamwork, Problem Solving",65
7333,Web Developer,"MERN, .net, JavaScript, MERN, .net",Bahawalpur,PhD,0,Part-time,Remote,"Teamwork, Problem Solving, Communication",63
7334,Data Scientist,"data, python, python, analytics, R",Rawalpindi,Bachelors,4,Full-time,Onsite,"Problem Solving, Communication, Teamwork",357
7335,Security Architect,"security compliance, security governance, secure coding practices, encryption standards, security architecture, security governance",Quetta,Bachelors,1,Full-time,Onsite,"Communication, Problem Solving",1
7336,Software Engineer,"programming, algorithm, software, coding, algorithm, C#",Sukkur,Bachelors,1,Part-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",427
7337,System Administrator,"networking, system, administration",Karachi,PhD,14,Full-time,Onsite,"Communication, Teamwork, Adaptability",17
7338,AI Engineer,"computer vision, generative AI, neural network, artificial intelligence, computer vision",Quetta,Intermediate,1,Full-time,Onsite,"Communication, Adaptability, Teamwork",27
7339,IT Project Manager,"agile, agile, agile, MS Project, MS Project, PMP",Rawalpindi,Bachelors,1,Full-time,Remote,"Teamwork, Communication",486
7340,DevOps Engineer,"DevOps, automation, automation, Kubernetes, Docker, automation",Quetta,Masters,6,Part-time,Onsite,"Teamwork, Problem Solving",381
7341,UI/UX Designer,"Figma, Figma, Adobe XD, UI, Adobe XD",Bahawalpur,Masters,2,Full-time,Onsite,"Communication, Teamwork",471
7342,Game Developer,"game, 3D modeling, game, 3D modeling, development",Abbottabad,Intermediate,1,Part-time,Remote,"Adaptability, Teamwork",58
7343,Frontend Developer,"frontend, PHP, HTML, JavaScript, JavaScript, PHP",Sukkur,PhD,19,Part-time,Remote,Teamwork,461
7344,AI Engineer,"machine learning, computer vision, machine learning",Rawalpindi,Masters,3,Contract,Remote,"Teamwork, Communication",79
7345,Quality Assurance Engineer,"Selenium, automation, Appium",Peshawar,Bachelors,5,Contract,Onsite,Communication,468
7346,Blockchain Developer,"solidity, smart contract, hyperledger, smart contract",Rawalpindi,Masters,3,Full-time,Onsite,Adaptability,464
7347,Computer Vision Engineer,"OpenCV, CNN, OpenCV, object detection, object detection, computer vision",Sukkur,Bachelors,0,Internship,Remote,"Adaptability, Problem Solving",26
7348,Big Data Engineer,"Spark, Hadoop, big data",Quetta,Masters,10,Full-time,Onsite,"Problem Solving, Adaptability",297
7349,Computer Vision Engineer,"computer vision, CNN, computer vision, computer vision, OpenCV",Quetta,Intermediate,2,Full-time,Remote,"Communication, Teamwork, Problem Solving, Adaptability",308
7350,Big Data Engineer,"Scala, Spark, Hadoop, MapReduce, big data",Nawabshah,Bachelors,1,Part-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",240
7351,Database Administrator,"SQL, PostgreSQL, Oracle",Sukkur,Intermediate,2,Part-time,Onsite,"Teamwork, Communication, Problem Solving",130
7352,Ethical Hacker,"wireless security, social engineering, exploit development, web application security, wireless security",Sialkot,Bachelors,0,Part-time,Onsite,Communication,214
7353,Business Analyst,"requirements gathering, requirements gathering, stakeholder management, stakeholder management",Nawabshah,Bachelors,2,Contract,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",22
7354,Web Developer,"backend, frontend, PHP, CSS",Bahawalpur,Masters,7,Contract,Remote,"Adaptability, Problem Solving",46
7355,Blockchain Developer,"blockchain, solidity, blockchain, blockchain, ethereum",Rawalpindi,Intermediate,2,Contract,Onsite,Problem Solving,368
7356,System Administrator,"system, networking, system",Karachi,Bachelors,4,Part-time,Onsite,"Teamwork, Problem Solving, Communication",57
7357,DevOps Engineer,"linuxCI/CD, automation, linuxCI/CD, DevOps, automation, Ansible",Hyderabad,PhD,6,Part-time,Remote,"Communication, Teamwork, Problem Solving, Adaptability",68
7358,Web Developer,"JavaScript, .net, .net, PHP",Multan,Bachelors,4,Full-time,Remote,"Communication, Adaptability, Problem Solving",219
7359,Machine Learning Engineer,"neural network, generative AI, generative AI",Gujranwala,Intermediate,0,Internship,Remote,"Adaptability, Problem Solving",137
7360,Quality Assurance Engineer,"Appium, testing, pytest",Lahore,Masters,8,Full-time,Onsite,Communication,394
7361,Blockchain Developer,"hyperledger, smart contract, blockchain, hyperledger, ethereum",Hyderabad,Intermediate,1,Internship,Onsite,"Problem Solving, Communication, Adaptability",58
7362,Big Data Engineer,"big data, Hive, Hadoop, Hive, Hadoop, Spark",Bahawalpur,Masters,2,Part-time,Remote,Adaptability,116
7363,IT Consultant,"business, analysis, consulting",Gujranwala,Bachelors,0,Contract,Onsite,"Teamwork, Communication",286
7364,Security Operations Center (SOC) Analyst,"security tool management, network traffic analysis, security incident handling, threat detection",Rawalpindi,Intermediate,2,Contract,Remote,"Teamwork, Problem Solving, Adaptability, Communication",120
7365,Game Developer,"development, game, Unreal Engine",Multan,Masters,3,Part-time,Remote,Problem Solving,110
7366,Backend Developer,".net, MERN, backend, backend, MERN, JavaScript",Sialkot,Intermediate,2,Full-time,Onsite,"Teamwork, Problem Solving",361
7367,IT Project Manager,"MS Project, PMP, agile, PMP, scrum, PMP",Quetta,Masters,6,Full-time,Remote,"Problem Solving, Communication, Teamwork, Adaptability",279
7368,Quality Assurance Engineer,"Selenium, Postman, Selenium",Gujranwala,Bachelors,4,Part-time,Remote,Adaptability,291
7369,Security Architect,"security governance, security architecture, identity and access management, security architecture, secure coding practices",Hyderabad,Masters,7,Contract,Remote,Teamwork,342
7370,Cloud Engineer,"AWS, AWS, Azure, VPC, Azure",Hyderabad,Intermediate,1,Full-time,Remote,"Communication, Problem Solving, Adaptability",450
7371,Blockchain Developer,"blockchain, hyperledger, blockchain, ethereum, ethereum, hyperledger",Lahore,Bachelors,5,Contract,Onsite,"Problem Solving, Teamwork, Communication",308
7372,Machine Learning Engineer,"machine learning, computer vision, NLP",Abbottabad,Bachelors,4,Part-time,Remote,"Communication, Teamwork, Adaptability",365
7373,Machine Learning Engineer,"computer vision, computer vision, NLP",Islamabad,Bachelors,0,Full-time,Remote,"Problem Solving, Communication, Teamwork",400
7374,IT Support Specialist,"troubleshooting, troubleshooting, IT, support, helpdesk",Bahawalpur,Masters,0,Contract,Remote,Communication,264
7375,Machine Learning Engineer,"generative AI, computer vision, computer vision",Nawabshah,Intermediate,2,Full-time,Onsite,"Communication, Teamwork",206
7376,Backend Developer,".net, CSS, PHP",Sialkot,Masters,1,Part-time,Onsite,"Communication, Teamwork, Problem Solving",312
7377,Network Administrator,"DHCP, network configuration, network configuration, network troubleshooting, network security protocols, routing",Rawalpindi,Masters,7,Contract,Remote,"Teamwork, Communication, Problem Solving, Adaptability",415
7378,IT Support Specialist,"troubleshooting, IT, IT",Gujranwala,PhD,5,Part-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",202
7379,Database Administrator,"Oracle, database, SQL, PostgreSQL, SQL",Bahawalpur,Bachelors,0,Contract,Remote,Adaptability,202
7380,Quality Assurance Engineer,"pytest, Appium, QA",Lahore,Intermediate,0,Part-time,Onsite,"Communication, Adaptability",172
7381,Frontend Developer,"HTML, MERN, backend, backend, MERN",Peshawar,Masters,4,Part-time,Remote,Adaptability,97
7382,IT Consultant,"ITIL, TOGAF, consulting, ITIL, strategy",Islamabad,PhD,18,Full-time,Remote,Adaptability,51
7383,Machine Learning Engineer,"artificial intelligence, neural network, neural network, deep learning, neural network, generative AI",Karachi,PhD,0,Contract,Remote,"Communication, Adaptability, Problem Solving",335
7384,Mobile App Developer,"Kotlin, iOS, Swift, Kotlin, app",Bahawalpur,Intermediate,0,Internship,Remote,"Communication, Problem Solving, Teamwork, Adaptability",231
7385,Network Administrator,"switching, switching, network security protocols, network configuration",Hyderabad,Bachelors,0,Full-time,Remote,"Communication, Teamwork, Problem Solving",351
7386,Quality Assurance Engineer,"J metre, Appium, automation, JUnit, Postman",Lahore,PhD,9,Part-time,Onsite,"Teamwork, Communication, Problem Solving",116
7387,Game Developer,"Unreal Engine, 3D modeling, Unity, Unreal Engine, development, C#",Lahore,PhD,2,Full-time,Remote,Teamwork,219
7388,Data Scientist,"analytics, statistics, analytics, machine learning, R, python",Rawalpindi,Intermediate,1,Full-time,Onsite,"Teamwork, Communication",392
7389,Cybersecurity Analyst,"malware analysis, penetration testing, threat intelligence, threat intelligence, vulnerability assessment",Sialkot,Intermediate,0,Part-time,Onsite,Adaptability,67
7390,Network Administrator,"DHCP, DHCP, network troubleshooting, network security protocols, VPN",Peshawar,Bachelors,4,Full-time,Onsite,"Communication, Adaptability, Problem Solving",103
7391,Software Engineer,"algorithm, algorithm, coding, coding, coding, C#",Quetta,Bachelors,0,Internship,Remote,"Adaptability, Problem Solving, Teamwork, Communication",441
7392,UI/UX Designer,"UX, Figma, UI, UI, Adobe XD, design",Sialkot,PhD,9,Part-time,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",360
7393,IT Consultant,"strategy, ITIL, analysis, analysis, ITIL",Islamabad,Masters,7,Full-time,Onsite,"Problem Solving, Teamwork",64
7394,Backend Developer,"HTML, frontend, PHP, backend",Sukkur,Masters,2,Full-time,Remote,"Teamwork, Adaptability",425
7395,System Administrator,"security, networking, system, administration, security",Peshawar,Intermediate,1,Contract,Remote,"Adaptability, Problem Solving",355
7396,Cloud Engineer,"Azure, serverless, IaC, Azure, serverless, IaC",Karachi,Masters,0,Contract,Onsite,Teamwork,123
7397,Mobile App Developer,"Android, flutter, iOS, Android, Android",Quetta,Masters,5,Full-time,Onsite,"Teamwork, Problem Solving, Communication, Adaptability",77
7398,Backend Developer,"JavaScript, CSS, .net, CSS, .net",Faisalabad,Bachelors,5,Contract,Onsite,"Communication, Teamwork",405
7399,Cloud Engineer,"Google Cloud, EC2, IaC, serverless, Azure, VPC",Islamabad,PhD,2,Full-time,Remote,Teamwork,45
7400,Security Architect,"security compliance, threat modeling, encryption standards",Rawalpindi,PhD,7,Part-time,Onsite,"Adaptability, Communication, Teamwork",227
7401,Database Administrator,"Oracle, database, NoSQL, PostgreSQL, NoSQL, PostgreSQL",Hyderabad,Bachelors,5,Full-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",466
7402,IT Consultant,"consulting, analysis, consulting, analysis, strategy, business",Sukkur,Intermediate,0,Part-time,Onsite,"Adaptability, Problem Solving",365
7403,Machine Learning Engineer,"computer vision, deep learning, machine learning, deep learning, computer vision",Abbottabad,Intermediate,2,Contract,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",293
7404,AI Engineer,"NLP, NLP, generative AI, artificial intelligence",Karachi,Masters,0,Internship,Onsite,"Problem Solving, Teamwork, Adaptability",6
7405,System Administrator,"security, system, administration, security, administration, networking",Rawalpindi,Bachelors,5,Contract,Onsite,"Adaptability, Communication, Problem Solving",53
7406,Quality Assurance Engineer,"automation, automation, Appium, automation, QA",Multan,Masters,5,Contract,Remote,"Problem Solving, Teamwork",214
7407,IT Consultant,"strategy, consulting, business, analysis",Quetta,Bachelors,2,Full-time,Onsite,Teamwork,459
7408,IT Support Specialist,"ticketing, customer service, troubleshooting, helpdesk, helpdesk",Hyderabad,Bachelors,3,Part-time,Onsite,"Communication, Adaptability",255
7409,Blockchain Developer,"blockchain, solidity, smart contract, smart contract, hyperledger, smart contract",Nawabshah,Masters,7,Part-time,Onsite,"Communication, Teamwork",334
7410,Mobile App Developer,"Kotlin, iOS, Android, flutter, Kotlin",Nawabshah,Intermediate,0,Internship,Remote,Teamwork,209
7411,Quality Assurance Engineer,"QA, QA, testing, J metre",Karachi,PhD,17,Contract,Onsite,Problem Solving,123
7412,Software Engineer,"C#, coding, coding, coding",Faisalabad,Bachelors,3,Full-time,Remote,"Problem Solving, Communication, Teamwork, Adaptability",394
7413,Computer Vision Engineer,"computer vision, CNN, CNN, object detection",Faisalabad,PhD,1,Internship,Onsite,"Adaptability, Teamwork, Problem Solving",370
7414,Big Data Engineer,"Spark, Hive, Hadoop",Lahore,Intermediate,0,Contract,Remote,"Communication, Adaptability, Teamwork",321
7415,AI Engineer,"machine learning, generative AI, computer vision",Quetta,Masters,7,Part-time,Remote,"Problem Solving, Communication",103
7416,Network Administrator,"network security protocols, firewall configuration, routing, network troubleshooting, DNS, wireless networking",Bahawalpur,PhD,15,Contract,Onsite,Communication,423
7417,Game Developer,"development, C++, Unreal Engine, C#, C#",Karachi,Bachelors,1,Full-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",139
7418,Software Engineer,"coding, coding, C#, C#",Peshawar,Bachelors,5,Full-time,Remote,Communication,495
7419,Data Scientist,"R, statistics, data, R",Peshawar,Intermediate,0,Part-time,Remote,"Problem Solving, Communication, Adaptability",172
7420,AI Engineer,"artificial intelligence, generative AI, generative AI",Quetta,Intermediate,2,Contract,Onsite,"Problem Solving, Adaptability, Teamwork",48
7421,Security Architect,"security compliance, secure coding practices, security protocols, security architecture, identity and access management",Peshawar,Bachelors,4,Full-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",291
7422,IT Consultant,"TOGAF, business, consulting, analysis, strategy",Gujranwala,PhD,3,Full-time,Onsite,Teamwork,90
7423,IT Project Manager,"MS Project, PMP, PMP, PMP",Islamabad,PhD,12,Contract,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",115
7424,Software Engineer,"coding, C#, Java, coding",Sialkot,Bachelors,5,Contract,Onsite,"Problem Solving, Communication",387
7425,Data Scientist,"R, R, statistics, analytics",Hyderabad,PhD,18,Contract,Onsite,"Teamwork, Adaptability",132
7426,Computer Vision Engineer,"object detection, object detection, computer vision, CNN, OpenCV, object detection",Quetta,Masters,8,Full-time,Onsite,"Communication, Problem Solving, Adaptability",78
7427,DevOps Engineer,"Ansible, linuxCI/CD, Ansible, Docker, DevOps",Sialkot,PhD,10,Part-time,Remote,"Adaptability, Problem Solving, Teamwork, Communication",30
7428,Frontend Developer,"backend, PHP, HTML, PHP, CSS, JavaScript",Hyderabad,PhD,6,Contract,Onsite,"Communication, Problem Solving, Teamwork",55
7429,Big Data Engineer,"Scala, Scala, Hadoop, Scala",Nawabshah,Masters,0,Contract,Onsite,"Problem Solving, Adaptability",475
7430,IT Project Manager,"MS Project, scrum, PMP, scrum, MS Project",Nawabshah,Bachelors,5,Part-time,Remote,"Teamwork, Adaptability, Communication",281
7431,Game Developer,"C#, development, C#, Unity",Multan,Masters,8,Part-time,Onsite,Adaptability,21
7432,Big Data Engineer,"Scala, big data, Spark",Faisalabad,Masters,7,Contract,Onsite,"Teamwork, Adaptability",448
7433,Software Engineer,"algorithm, software, programming, programming, programming",Multan,Intermediate,1,Contract,Remote,"Teamwork, Communication, Adaptability",248
7434,Big Data Engineer,"Hadoop, Hadoop, MapReduce",Quetta,Intermediate,0,Part-time,Onsite,"Adaptability, Problem Solving, Communication, Teamwork",278
7435,Database Administrator,"PostgreSQL, database, SQL, database, SQL, NoSQL",Lahore,Masters,6,Part-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",323
7436,System Administrator,"security, system, administration, security, networking",Quetta,Bachelors,0,Full-time,Remote,Teamwork,350
7437,DevOps Engineer,"Docker, linuxCI/CD, DevOps, linuxCI/CD",Sialkot,Intermediate,0,Part-time,Remote,"Teamwork, Communication",125
7438,UI/UX Designer,"Adobe XD, UI, design",Gujranwala,PhD,1,Internship,Remote,"Adaptability, Problem Solving, Teamwork",115
7439,Software Engineer,"Java, Java, coding, Java, algorithm, data structure",Islamabad,Masters,1,Full-time,Onsite,Teamwork,116
7440,Backend Developer,"MERN, HTML, CSS, backend",Multan,Masters,0,Contract,Remote,Problem Solving,379
7441,Backend Developer,"HTML, MERN, HTML, JavaScript, .net, JavaScript",Gujranwala,Bachelors,1,Internship,Remote,"Teamwork, Adaptability, Problem Solving, Communication",231
7442,Frontend Developer,"MERN, frontend, HTML, backend, PHP, .net",Lahore,Bachelors,5,Part-time,Remote,"Teamwork, Communication",340
7443,DevOps Engineer,"linuxCI/CD, automation, Ansible",Nawabshah,Bachelors,3,Part-time,Onsite,Adaptability,149
7444,Computer Vision Engineer,"computer vision, image processing, CNN",Abbottabad,PhD,15,Full-time,Onsite,Communication,255
7445,Backend Developer,"JavaScript, MERN, HTML, PHP",Sialkot,Intermediate,0,Contract,Onsite,"Communication, Adaptability",403
7446,Machine Learning Engineer,"machine learning, computer vision, neural network, computer vision",Sialkot,Bachelors,3,Part-time,Remote,"Problem Solving, Adaptability, Communication",302
7447,Backend Developer,"JavaScript, backend, JavaScript, CSS, .net, backend",Lahore,Masters,2,Full-time,Onsite,"Adaptability, Communication, Problem Solving",191
7448,Database Administrator,"NoSQL, PostgreSQL, database",Karachi,PhD,3,Part-time,Remote,Adaptability,160
7449,Business Analyst,"analysis, requirements gathering, business, requirements gathering, business, stakeholder management",Bahawalpur,Masters,0,Part-time,Onsite,Teamwork,108
7450,UI/UX Designer,"Adobe XD, Figma, Sketch, Adobe XD, Sketch",Bahawalpur,Bachelors,3,Full-time,Remote,"Teamwork, Problem Solving, Communication",85
7451,Database Administrator,"database, Oracle, NoSQL, PostgreSQL",Lahore,Intermediate,1,Part-time,Remote,"Problem Solving, Communication, Teamwork",56
7452,Data Scientist,"statistics, machine learning, statistics, analytics",Islamabad,Intermediate,2,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",277
7453,Mobile App Developer,"app, Kotlin, Swift, mobile, app, flutter",Islamabad,Intermediate,0,Contract,Onsite,"Adaptability, Problem Solving, Teamwork",147
7454,Data Scientist,"machine learning, analytics, machine learning",Gujranwala,Masters,7,Full-time,Remote,"Problem Solving, Teamwork, Adaptability",403
7455,DevOps Engineer,"automation, linuxCI/CD, Ansible",Karachi,PhD,3,Full-time,Remote,"Teamwork, Problem Solving",27
7456,AI Engineer,"computer vision, generative AI, neural network, neural network, computer vision, neural network",Bahawalpur,Bachelors,4,Full-time,Remote,Adaptability,207
7457,Game Developer,"C++, 3D modeling, C++, Unity, Unreal Engine, Unreal Engine",Nawabshah,Bachelors,2,Contract,Onsite,"Communication, Teamwork",297
7458,Database Administrator,"Oracle, MySQL, MySQL, MySQL, database, database",Faisalabad,Bachelors,4,Part-time,Remote,"Communication, Adaptability, Problem Solving",332
7459,Game Developer,"game, development, development, 3D modeling",Abbottabad,PhD,10,Contract,Remote,"Adaptability, Teamwork",169
7460,System Administrator,"networking, Linux, system, administration",Islamabad,Bachelors,4,Part-time,Remote,"Problem Solving, Communication, Teamwork",419
